Collection,Set,Location,Date,Gear,Time,Duration,Tide,WindSpeed,WindDirection,CloudCover,AirTemp,WaterTemp,Salinity,DO,StartDepth,EndDepth,Remarks,Species,SpNo,ND_Tag,FL,TL,SL,Sex,Maturity,Disposition,Comments,Lat_DECIMAL,Long_DECIMAL,Loc_Desc
20180212,1,BB-FFC,7/13/2018,large gillnet (index),8:32,26,high,8,E,100.00%,,28.7,34.9,5,10,10,,scalloped hammerhead,1,,373,497,,F,well healed umbilical scar,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180212,1,BB-FFC,7/13/2018,large gillnet (index),8:32,26,high,8,E,100.00%,,28.7,34.9,5,10,10,,sandbar shark,1,65279,521,649,,F,well healed umbilical scar,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180212,1,BB-FFC,7/13/2018,large gillnet (index),8:32,26,high,8,E,100.00%,,28.7,34.9,5,10,10,,blacktip shark,1,65280,565,717,,F,well healed umbilical scar,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180212,1,BB-FFC,7/13/2018,large gillnet (index),8:32,26,high,8,E,100.00%,,28.7,34.9,5,10,10,,scalloped hammerhead,2,,342,445,304,M,well healed umbilical scar,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180212,1,BB-FFC,7/13/2018,large gillnet (index),8:32,26,high,8,E,100.00%,,28.7,34.9,5,10,10,,scalloped hammerhead,3,,304,399,,F,well healed umbilical scar,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180212,1,BB-FFC,7/13/2018,large gillnet (index),8:32,26,high,8,E,100.00%,,28.7,34.9,5,10,10,,finetooth shark,1,,480,605,,F,well healed umbilical scar,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180212,1,BB-FFC,7/13/2018,large gillnet (index),8:32,26,high,8,E,100.00%,,28.7,34.9,5,10,10,,scalloped hammerhead,4,,402,524,361,M,well healed umbilical scar,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180212,1,BB-FFC,7/13/2018,large gillnet (index),8:32,26,high,8,E,100.00%,,28.7,34.9,5,10,10,,Atlantic sharpnose shark,1,,285,356,,M,well healed umbilical scar,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180212,1,BB-FFC,7/13/2018,large gillnet (index),8:32,26,high,8,E,100.00%,,28.7,34.9,5,10,10,,sandbar shark,2,65281,533,652,,M,well healed umbilical scar,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180212,1,BB-FFC,7/13/2018,large gillnet (index),8:32,26,high,8,E,100.00%,,28.7,34.9,5,10,10,,finetooth shark,2,,458,576,,F,well healed umbilical scar,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180212,1,BB-FFC,7/13/2018,large gillnet (index),8:32,26,high,8,E,100.00%,,28.7,34.9,5,10,10,,scalloped hammerhead,5,,374,490,332,F,well healed umbilical scar,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180212,1,BB-FFC,7/13/2018,large gillnet (index),8:32,26,high,8,E,100.00%,,28.7,34.9,5,10,10,,scalloped hammerhead,7,,394,513,350,M,well healed umbilical scar,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180212,1,BB-FFC,7/13/2018,large gillnet (index),8:32,26,high,8,E,100.00%,,28.7,34.9,5,10,10,,finetooth shark,3,65282,715,906,,F,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180212,1,BB-FFC,7/13/2018,large gillnet (index),8:32,26,high,8,E,100.00%,,28.7,34.9,5,10,10,,horseshoe crab,1,,295,,,F,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180212,1,BB-FFC,7/13/2018,large gillnet (index),8:32,26,high,8,E,100.00%,,28.7,34.9,5,10,10,,scalloped hammerhead,8,,353,457,312,F,well healed umbilical scar,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180212,1,BB-FFC,7/13/2018,large gillnet (index),8:32,26,high,8,E,100.00%,,28.7,34.9,5,10,10,,finetooth shark,5,,409,512,,F,well healed umbilical scar,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180212,1,BB-FFC,7/13/2018,large gillnet (index),8:32,26,high,8,E,100.00%,,28.7,34.9,5,10,10,,smooth butterfay ray,1,,,355,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180212,1,BB-FFC,7/13/2018,large gillnet (index),8:32,26,high,8,E,100.00%,,28.7,34.9,5,10,10,,finetooth shark,6,,436,547,,F,well healed umbilical scar,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180212,1,BB-FFC,7/13/2018,large gillnet (index),8:32,26,high,8,E,100.00%,,28.7,34.9,5,10,10,,blacktip shark,2,65283,554,704,,M,well healed umbilical scar,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180212,1,BB-FFC,7/13/2018,large gillnet (index),8:32,26,high,8,E,100.00%,,28.7,34.9,5,10,10,,finetooth shark,7,,452,570,,F,well healed umbilical scar,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180213,2,BB-FFC,7/13/2018,large gillnet (index),9:35,25,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,estimated duration,sandbar shark,1,65284,533,664,,F,well healed umbilical scar,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180213,2,BB-FFC,7/13/2018,large gillnet (index),9:35,25,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,estimated duration,finetooth shark,1,65285,449,566,,M,well healed umbilical scar,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180213,2,BB-FFC,7/13/2018,large gillnet (index),9:35,25,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,estimated duration,scalloped hammerhead,1,,400,529,356,F,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180213,2,BB-FFC,7/13/2018,large gillnet (index),9:35,25,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,estimated duration,finetooth shark,2,,447,566,,F,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180213,2,BB-FFC,7/13/2018,large gillnet (index),9:35,25,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,estimated duration,scalloped hammerhead,2,,434,578,389,M,well healed umbilical scar,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180213,2,BB-FFC,7/13/2018,large gillnet (index),9:35,25,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,estimated duration,sandbar shark,2,B25691,537,666,,F,well healed umbilical scar,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180213,2,BB-FFC,7/13/2018,large gillnet (index),9:35,25,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,estimated duration,blacktip shark,1,,526,667,,F,well healed umbilical scar,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180213,2,BB-FFC,7/13/2018,large gillnet (index),9:35,25,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,estimated duration,finetooth shark,3,,445,580,,F,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180213,2,BB-FFC,7/13/2018,large gillnet (index),9:35,25,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,estimated duration,scalloped hammerhead,3,,386,500,345,F,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180213,2,BB-FFC,7/13/2018,large gillnet (index),9:35,25,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,estimated duration,scalloped hammerhead,4,,368,479,326,M,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180213,2,BB-FFC,7/13/2018,large gillnet (index),9:35,25,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,estimated duration,Atlantic sharpnose shark,1,,339,422,,F,well healed umbilical scar,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180213,2,BB-FFC,7/13/2018,large gillnet (index),9:35,25,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,estimated duration,finetooth shark,4,,465,584,,F,well healed umbilical scar,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180213,2,BB-FFC,7/13/2018,large gillnet (index),9:35,25,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,estimated duration,sandbar shark,3,B25692,886,1107,,M,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180213,2,BB-FFC,7/13/2018,large gillnet (index),9:35,25,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,estimated duration,scalloped hammerhead,5,,362,474,320,F,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180213,2,BB-FFC,7/13/2018,large gillnet (index),9:35,25,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,estimated duration,scalloped hammerhead,6,,332,433,,F,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180213,2,BB-FFC,7/13/2018,large gillnet (index),9:35,25,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,estimated duration,scalloped hammerhead,7,,365,479,326,F,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180213,2,BB-FFC,7/13/2018,large gillnet (index),9:35,25,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,estimated duration,finetooth shark,5,65286,455,577,,F,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180213,2,BB-FFC,7/13/2018,large gillnet (index),9:35,25,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,estimated duration,Atlantic sharpnose shark,2,,744,900,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180214,3,BB-FFC,7/13/2018,large gillnet (index),10:34,33,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,,finetooth shark,1,,460,578,,M,well healed umbilical scar,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180214,3,BB-FFC,7/13/2018,large gillnet (index),10:34,33,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,,scalloped hammerhead,1,,474,633,427,F,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180214,3,BB-FFC,7/13/2018,large gillnet (index),10:34,33,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,,horseshoe crab,1,,,284,,F,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180214,3,BB-FFC,7/13/2018,large gillnet (index),10:34,33,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,,finetooth shark,2,,418,528,,M,well healed umbilical scar,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180214,3,BB-FFC,7/13/2018,large gillnet (index),10:34,33,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,,sandbar shark,1,65287,534,670,,F,well healed umbilical scar,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180214,3,BB-FFC,7/13/2018,large gillnet (index),10:34,33,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,,Atlantic sharpnose shark,1,,316,393,,F,well healed umbilical scar,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180214,3,BB-FFC,7/13/2018,large gillnet (index),10:34,33,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,,finetooth shark,3,,470,592,,M,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180214,3,BB-FFC,7/13/2018,large gillnet (index),10:34,33,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,,scalloped hammerhead,2,,384,510,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180214,3,BB-FFC,7/13/2018,large gillnet (index),10:34,33,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,,scalloped hammerhead,3,,364,477,,F,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20180214,3,BB-FFC,7/13/2018,large gillnet (index),10:34,33,early ebb,8,E,100.00%,,28.7,34.9,5,10,10,,finetooth shark,4,65288,446,563,,M,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160001,1,BB-FFC,4/25/2016,large gillnet (index),10:27,32,high,7,E,10.00%,25,24.3,30.8,5.6,8,8,,horseshoe crab,1,,,265,,F,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160001,1,BB-FFC,4/25/2016,large gillnet (index),10:27,32,high,7,E,10.00%,25,24.3,30.8,5.6,8,8,,horseshoe crab,2,,,230,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160001,1,BB-FFC,4/25/2016,large gillnet (index),10:27,32,high,7,E,10.00%,25,24.3,30.8,5.6,8,8,,horseshoe crab,3,,,325,,F,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160002,2,BB-FFC,4/25/2016,large gillnet (index),11:14,41,high,7,E,10.00%,25,24.3,30.8,5.6,8,8,,bonnethead,1,59561,834,1045,,F,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160002,2,BB-FFC,4/25/2016,large gillnet (index),11:14,41,high,7,E,10.00%,25,24.3,30.8,5.6,8,8,,whiting,1,,,281,,,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160002,2,BB-FFC,4/25/2016,large gillnet (index),11:14,41,high,7,E,10.00%,25,24.3,30.8,5.6,8,8,,horseshoe crab,1,,,293,,F,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160002,2,BB-FFC,4/25/2016,large gillnet (index),11:14,41,high,7,E,10.00%,25,24.3,30.8,5.6,8,8,,horseshoe crab,2,,,290,,F,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160002,2,BB-FFC,4/25/2016,large gillnet (index),11:14,41,high,7,E,10.00%,25,24.3,30.8,5.6,8,8,,horseshoe crab,3,,,238,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160002,2,BB-FFC,4/25/2016,large gillnet (index),11:14,41,high,7,E,10.00%,25,24.3,30.8,5.6,8,8,,horseshoe crab,4,,,233,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160003,3,BB-FFC,4/25/2016,large gillnet (index),12:06,42,early ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,bonnethead,1,59562,945,1172,,F,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160003,3,BB-FFC,4/25/2016,large gillnet (index),12:06,42,early ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,bonnethead,2,59563,450,564,,M,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160003,3,BB-FFC,4/25/2016,large gillnet (index),12:06,42,early ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,bonnethead,3,59564,835,1045,,F,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160003,3,BB-FFC,4/25/2016,large gillnet (index),12:06,42,early ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,bluefish,1,,263,,,,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160003,3,BB-FFC,4/25/2016,large gillnet (index),12:06,42,early ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,horseshoe crab,1,,,230,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160003,3,BB-FFC,4/25/2016,large gillnet (index),12:06,42,early ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,horseshoe crab,2,,,310,,F,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160003,3,BB-FFC,4/25/2016,large gillnet (index),12:06,42,early ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,horseshoe crab,3,,,240,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160003,3,BB-FFC,4/25/2016,large gillnet (index),12:06,42,early ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,horseshoe crab,4,,,225,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160003,3,BB-FFC,4/25/2016,large gillnet (index),12:06,42,early ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,horseshoe crab,5,,,320,,F,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160003,3,BB-FFC,4/25/2016,large gillnet (index),12:06,42,early ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,horseshoe crab,6,,,300,,F,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160004,4,BB-FFC,4/25/2016,large gillnet (index),13:08,35,early ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,finetooth shark,1,59567,1150,1452,,M,mature,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160004,4,BB-FFC,4/25/2016,large gillnet (index),13:08,35,early ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,finetooth shark,2,59568,603,762,,F,immature,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160004,4,BB-FFC,4/25/2016,large gillnet (index),13:08,35,early ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,bonnethead,1,59566,899,1119,,F,mature,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160004,4,BB-FFC,4/25/2016,large gillnet (index),13:08,35,early ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,Gizzard shad,1,,472,,,,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160005,5,BB-FFC,4/25/2016,large gillnet (index),13:57,32,mid ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,bonnethead,1,59569,963,1189,,F,mature,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160005,5,BB-FFC,4/25/2016,large gillnet (index),13:57,32,mid ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,bonnethead,2,59570,856,1071,,F,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160005,5,BB-FFC,4/25/2016,large gillnet (index),13:57,32,mid ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,Gizzard shad,1,,470,578,,,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160005,5,BB-FFC,4/25/2016,large gillnet (index),13:57,32,mid ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,horseshoe crab,1,,,230,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160005,5,BB-FFC,4/25/2016,large gillnet (index),13:57,32,mid ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,horseshoe crab,2,,,295,,F,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160005,5,BB-FFC,4/25/2016,large gillnet (index),13:57,32,mid ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,horseshoe crab,3,,,255,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160005,5,BB-FFC,4/25/2016,large gillnet (index),13:57,32,mid ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,horseshoe crab,4,,,225,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160005,5,BB-FFC,4/25/2016,large gillnet (index),13:57,32,mid ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,horseshoe crab,5,,,280,,F,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160005,5,BB-FFC,4/25/2016,large gillnet (index),13:57,32,mid ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,horseshoe crab,6,,,240,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160005,5,BB-FFC,4/25/2016,large gillnet (index),13:57,32,mid ebb,7,E,10.00%,25,24.3,30.8,5.6,8,8,,horseshoe crab,7,,,215,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160021,1,BB-FFC,5/9/2016,large gillnet (index),10:43,36,high,,,,,22.9,29.4,6.6,9,10,,finetooth shark,1,59557,1072,1342,,M,mature,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160021,1,BB-FFC,5/9/2016,large gillnet (index),10:43,36,high,,,,,22.9,29.4,6.6,9,10,,finetooth shark,2,59558,1078,1361,,M,mature,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160021,1,BB-FFC,5/9/2016,large gillnet (index),10:43,36,high,,,,,22.9,29.4,6.6,9,10,,finetooth shark,3,59559,1057,1329,,M,mature,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160021,1,BB-FFC,5/9/2016,large gillnet (index),10:43,36,high,,,,,22.9,29.4,6.6,9,10,,finetooth shark,4,59560,1164,1462,,M,mature,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160021,1,BB-FFC,5/9/2016,large gillnet (index),10:43,36,high,,,,,22.9,29.4,6.6,9,10,,finetooth shark,5,59621,1088,1372,,M,mature,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160021,1,BB-FFC,5/9/2016,large gillnet (index),10:43,36,high,,,,,22.9,29.4,6.6,9,10,,Atlantic sharpnose shark,2,,744,902,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160021,1,BB-FFC,5/9/2016,large gillnet (index),10:43,36,high,,,,,22.9,29.4,6.6,9,10,,Atlantic sharpnose shark,3,,754,912,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160021,1,BB-FFC,5/9/2016,large gillnet (index),10:43,36,high,,,,,22.9,29.4,6.6,9,10,,Atlantic sharpnose shark,4,,703,859,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160021,1,BB-FFC,5/9/2016,large gillnet (index),10:43,36,high,,,,,22.9,29.4,6.6,9,10,,scalloped hammerhead,1,,339,447,,M,partially healed umbilical scar,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160021,1,BB-FFC,5/9/2016,large gillnet (index),10:43,36,high,,,,,22.9,29.4,6.6,9,10,,scalloped hammerhead,2,,338,439,,F,partially healed umbilical scar,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160021,1,BB-FFC,5/9/2016,large gillnet (index),10:43,36,high,,,,,22.9,29.4,6.6,9,10,,Carolina hammerhead,3,,544,716,,F,,sacrificed,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160022,2,BB-FFC,5/9/2016,large gillnet (index),11:37,34,early ebb,,,,,22.9,29.4,6.6,9,10,,finetooth shark,1,,1168,1477,1062,M,mature,sacrificed,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160022,2,BB-FFC,5/9/2016,large gillnet (index),11:37,34,early ebb,,,,,22.9,29.4,6.6,9,10,,finetooth shark,3,59622,1128,1412,,M,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160022,2,BB-FFC,5/9/2016,large gillnet (index),11:37,34,early ebb,,,,,22.9,29.4,6.6,9,10,,finetooth shark,4,59623,1090,1373,,M,,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160022,2,BB-FFC,5/9/2016,large gillnet (index),11:37,34,early ebb,,,,,22.9,29.4,6.6,9,10,,finetooth shark,5,59624,1072,1360,,M,mature,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160022,2,BB-FFC,5/9/2016,large gillnet (index),11:37,34,early ebb,,,,,22.9,29.4,6.6,9,10,,Atlantic sharpnose shark,1,,762,820,,M,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160022,2,BB-FFC,5/9/2016,large gillnet (index),11:37,34,early ebb,,,,,22.9,29.4,6.6,9,10,,Atlantic sharpnose shark,2,,760,924,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160022,2,BB-FFC,5/9/2016,large gillnet (index),11:37,34,early ebb,,,,,22.9,29.4,6.6,9,10,,Atlantic sharpnose shark,3,,790,948,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160022,2,BB-FFC,5/9/2016,large gillnet (index),11:37,34,early ebb,,,,,22.9,29.4,6.6,9,10,,scalloped hammerhead,1,,405,542,,F,well healed umbilical scar,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160022,2,BB-FFC,5/9/2016,large gillnet (index),11:37,34,early ebb,,,,,22.9,29.4,6.6,9,10,,scalloped hammerhead,3,,333,437,,F,well healed umbilical scar,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160022,2,BB-FFC,5/9/2016,large gillnet (index),11:37,34,early ebb,,,,,22.9,29.4,6.6,9,10,,scalloped hammerhead,4,,328,426,,F,mostly healed umbilical scar,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160022,2,BB-FFC,5/9/2016,large gillnet (index),11:37,34,early ebb,,,,,22.9,29.4,6.6,9,10,,whiting,1,,263,,,,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160022,2,BB-FFC,5/9/2016,large gillnet (index),11:37,34,early ebb,,,,,22.9,29.4,6.6,9,10,,spanish mackerel,1,,600,,,,,DOA,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160022,2,BB-FFC,5/9/2016,large gillnet (index),11:37,34,early ebb,,,,,22.9,29.4,6.6,9,10,,horseshoe crab,1,,,245,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160022,2,BB-FFC,5/9/2016,large gillnet (index),11:37,34,early ebb,,,,,22.9,29.4,6.6,9,10,,horseshoe crab,2,,,350,,F,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160022,2,BB-FFC,5/9/2016,large gillnet (index),11:37,34,early ebb,,,,,22.9,29.4,6.6,9,10,,horseshoe crab,3,,,255,,M,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160022,2,BB-FFC,5/9/2016,large gillnet (index),11:37,34,early ebb,,,,,22.9,29.4,6.6,9,10,,horseshoe crab,4,,,305,,F,,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160023,3,BB-FFC,5/9/2016,large gillnet (index),12:32,34,mid ebb,,,,,22.9,29.4,6.6,9,10,,finetooth shark,1,59625,1090,1371,,M,mature,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160023,3,BB-FFC,5/9/2016,large gillnet (index),12:32,34,mid ebb,,,,,22.9,29.4,6.6,9,10,,finetooth shark,2,59626,599,757,,M,immature,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160023,3,BB-FFC,5/9/2016,large gillnet (index),12:32,34,mid ebb,,,,,22.9,29.4,6.6,9,10,,finetooth shark,3,59627,1105,1381,,F,mature,tagged and released,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160023,3,BB-FFC,5/9/2016,large gillnet (index),12:32,34,mid ebb,,,,,22.9,29.4,6.6,9,10,,finetooth shark,4,,1148,1449,,M,mature,sacrificed,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
20160023,3,BB-FFC,5/9/2016,large gillnet (index),12:32,34,mid ebb,,,,,22.9,29.4,6.6,9,10,,scalloped hammerhead,1,,336,440,,M,mostly healed umbilical scar,released untagged,,33.0095,-79.4853,Bulls Bay - Five Fathom Creek
